Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
180,'48-34=74','40+34=74',op_and_digit_balance,1,8,0,2,-,+,,,,,,,'4;8;-;3;4;=;7;4','4;0;+;3;4;=;7;4'
181,'49-53=96','43+53=96',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'4;9;-;5;3;=;9;6','4;3;+;5;3;=;9;6'
182,'64-75=45','64-19=45',digit_to_digit,3,7,1,4,5,9,,,,,,,'6;4;-;7;5;=;4;5','6;4;-;1;9;=;4;5'
183,'92-80=772','92+80=172',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'9;2;-;8;0;=;7;7;2','9;2;+;8;0;=;1;7;2'
184,'52+24=68','92-24=68',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;2;+;2;4;=;6;8','9;2;-;2;4;=;6;8'
185,'84-15=83','84-15=69',digit_to_digit,6,8,6,7,3,9,,,,,,,'8;4;-;1;5;=;8;3','8;4;-;1;5;=;6;9'
186,'66+50=15','66-50=16',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'6;6;+;5;0;=;1;5','6;6;-;5;0;=;1;6'
187,'56+58=38','96-58=38',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;6;+;5;8;=;3;8','9;6;-;5;8;=;3;8'
188,'77+26=91','71+26=97',digit_to_digit,1,7,1,7,1,7,,,,,,,'7;7;+;2;6;=;9;1','7;1;+;2;6;=;9;7'
189,'65-38=109','65+38=103',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'6;5;-;3;8;=;1;0;9','6;5;+;3;8;=;1;0;3'
190,'24+43=-13','24-43=-19',op_and_digit_balance,2,+,-,8,3,9,,,,,,,'2;4;+;4;3;=;-;1;3','2;4;-;4;3;=;-;1;9'
191,'78=19-59','78-19=59',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;8;=;1;9;-;5;9','7;8;-;1;9;=;5;9'
192,'76-13=2','75-73=2',digit_to_digit,1,6,5,3,1,7,,,,,,,'7;6;-;1;3;=;2','7;5;-;7;3;=;2'
193,'80+73=1','80-73=7',op_and_digit_balance,2,+,-,6,1,7,,,,,,,'8;0;+;7;3;=;1','8;0;-;7;3;=;7'
194,'99-20=63','83-20=63',digit_to_digit,1,9,3,0,9,8,,,,,,,'9;9;-;2;0;=;6;3','8;3;-;2;0;=;6;3'
195,'82+78=151','82+79=161',digit_to_digit,4,8,9,7,5,6,,,,,,,'8;2;+;7;8;=;1;5;1','8;2;+;7;9;=;1;6;1'
196,'73+58=130','72+58=130',within_digit,1,3,2,,,,,,,,,,'7;3;+;5;8;=;1;3;0','7;2;+;5;8;=;1;3;0'
197,'43+99=81','43+38=81',digit_to_digit,3,9,3,4,9,8,,,,,,,'4;3;+;9;9;=;8;1','4;3;+;3;8;=;8;1'
198,'22-91=-68','23-91=-68',within_digit,1,2,3,,,,,,,,,,'2;2;-;9;1;=;-;6;8','2;3;-;9;1;=;-;6;8'
199,'98-41=43','90-47=43',digit_to_digit,1,8,0,4,1,7,,,,,,,'9;8;-;4;1;=;4;3','9;0;-;4;7;=;4;3'
200,'60-79=-7','68-75=-7',digit_to_digit,4,9,5,1,0,8,,,,,,,'6;0;-;7;9;=;-;7','6;8;-;7;5;=;-;7'
201,'91+56=33','91-58=33',op_and_digit_balance,2,+,-,4,6,8,,,,,,,'9;1;+;5;6;=;3;3','9;1;-;5;8;=;3;3'
202,'44+69=-24','44-68=-24',op_and_digit_balance,2,+,-,4,9,8,,,,,,,'4;4;+;6;9;=;-;2;4','4;4;-;6;8;=;-;2;4'
203,'53+49=5','53-48=5',op_and_digit_balance,2,+,-,4,9,8,,,,,,,'5;3;+;4;9;=;5','5;3;-;4;8;=;5'
204,'32+61=94','33+61=94',within_digit,1,2,3,,,,,,,,,,'3;2;+;6;1;=;9;4','3;3;+;6;1;=;9;4'
205,'37=46--9','37-46=-9',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;7;=;4;6;-;-;9','3;7;-;4;6;=;-;9'
206,'67-64=2','67-64=3',within_digit,6,2,3,,,,,,,,,,'6;7;-;6;4;=;2','6;7;-;6;4;=;3'
207,'75+11=65','76-11=65',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'7;5;+;11;=;6;5','7;6;-;11;=;6;5'
208,'23=77--54','23-77=-54',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;3;=;7;7;-;-;5;4','2;3;-;7;7;=;-;5;4'
209,'68-72=17','89-72=17',digit_to_digit,1,8,9,0,6,8,,,,,,,'6;8;-;7;2;=;1;7','8;9;-;7;2;=;1;7'
210,'68+28=68','60+28=88',digit_to_digit,1,8,0,6,6,8,,,,,,,'6;8;+;2;8;=;6;8','6;0;+;2;8;=;8;8'
211,'22-17=15','32-17=15',within_digit,0,2,3,,,,,,,,,,'2;2;-;1;7;=;1;5','3;2;-;1;7;=;1;5'
212,'53+27=90','53+37=90',within_digit,3,2,3,,,,,,,,,,'5;3;+;2;7;=;9;0','5;3;+;3;7;=;9;0'
213,'41+39=14','41+33=74',digit_to_digit,4,9,3,6,1,7,,,,,,,'4;1;+;3;9;=;1;4','4;1;+;3;3;=;7;4'
214,'99+61=174','93+81=174',digit_to_digit,1,9,3,3,6,8,,,,,,,'9;9;+;6;1;=;1;7;4','9;3;+;8;1;=;1;7;4'
215,'22+85=-53','22-85=-63',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'2;2;+;8;5;=;-;5;3','2;2;-;8;5;=;-;6;3'
216,'27-16=4','27-16=11',four_eleven,6,4,11,,,,,,,,,,'2;7;-;1;6;=;4','2;7;-;1;6;=;11'
217,'50+79=120','50+70=120',within_digit,4,9,0,,,,,,,,,,'5;0;+;7;9;=;1;2;0','5;0;+;7;0;=;1;2;0'
218,'25=40--15','25-40=-15',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;5;=;4;0;-;-;1;5','2;5;-;4;0;=;-;1;5'
219,'71+56=13','71-58=13',op_and_digit_balance,2,+,-,4,6,8,,,,,,,'7;1;+;5;6;=;1;3','7;1;-;5;8;=;1;3'
220,'84-24=88','64+24=88',op_and_digit_balance,0,8,6,2,-,+,,,,,,,'8;4;-;2;4;=;8;8','6;4;+;2;4;=;8;8'
221,'84+60=752','84+68=152',digit_to_digit,6,7,1,4,0,8,,,,,,,'8;4;+;6;0;=;7;5;2','8;4;+;6;8;=;1;5;2'
222,'48-22=21','49-22=27',digit_to_digit,1,8,9,7,1,7,,,,,,,'4;8;-;2;2;=;2;1','4;9;-;2;2;=;2;7'
223,'13-57=-48','13-61=-48',digit_to_digit,4,7,1,3,5,6,,,,,,,'1;3;-;5;7;=;-;4;8','1;3;-;6;1;=;-;4;8'
224,'54-76=138','54+76=130',op_and_digit_balance,8,8,0,2,-,+,,,,,,,'5;4;-;7;6;=;1;3;8','5;4;+;7;6;=;1;3;0'
225,'30-17=27','38-17=21',digit_to_digit,7,7,1,1,0,8,,,,,,,'3;0;-;1;7;=;2;7','3;8;-;1;7;=;2;1'
226,'63+99=155','63+93=156',digit_to_digit,4,9,3,8,5,6,,,,,,,'6;3;+;9;9;=;1;5;5','6;3;+;9;3;=;1;5;6'
227,'65+10=-5','65-70=-5',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'6;5;+;1;0;=;-;5','6;5;-;7;0;=;-;5'
228,'74+93=101','74+33=107',digit_to_digit,3,9,3,8,1,7,,,,,,,'7;4;+;9;3;=;1;0;1','7;4;+;3;3;=;1;0;7'
229,'67-36=-35','61-96=-35',digit_to_digit,1,7,1,3,3,9,,,,,,,'6;7;-;3;6;=;-;3;5','6;1;-;9;6;=;-;3;5'
230,'24-42=86','24+42=66',op_and_digit_balance,6,8,6,2,-,+,,,,,,,'2;4;-;4;2;=;8;6','2;4;+;4;2;=;6;6'
231,'60+89=-23','60-89=-29',op_and_digit_balance,2,+,-,8,3,9,,,,,,,'6;0;+;8;9;=;-;2;3','6;0;-;8;9;=;-;2;9'
232,'16+77=152','75+77=152',digit_to_digit,1,6,5,0,1,7,,,,,,,'1;6;+;7;7;=;1;5;2','7;5;+;7;7;=;1;5;2'
233,'13+52=-33','19-52=-33',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'1;3;+;5;2;=;-;3;3','1;9;-;5;2;=;-;3;3'
234,'79+27=705','78+27=105',digit_to_digit,6,7,1,1,9,8,,,,,,,'7;9;+;2;7;=;7;0;5','7;8;+;2;7;=;1;0;5'
235,'72+45=51','12+45=57',digit_to_digit,0,7,1,7,1,7,,,,,,,'7;2;+;4;5;=;5;1','1;2;+;4;5;=;5;7'
236,'23+65=-43','23-66=-43',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'2;3;+;6;5;=;-;4;3','2;3;-;6;6;=;-;4;3'
237,'12+82=14','12+62=74',digit_to_digit,3,8,6,6,1,7,,,,,,,'1;2;+;8;2;=;1;4','1;2;+;6;2;=;7;4'
238,'27-24=45','21+24=45',op_and_digit_balance,1,7,1,2,-,+,,,,,,,'2;7;-;2;4;=;4;5','2;1;+;2;4;=;4;5'
239,'68+12=55','68-12=56',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'6;8;+;1;2;=;5;5','6;8;-;1;2;=;5;6'
240,'99-88=188','99+89=188',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'9;9;-;8;8;=;1;8;8','9;9;+;8;9;=;1;8;8'
241,'86-98=182','86+96=182',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'8;6;-;9;8;=;1;8;2','8;6;+;9;6;=;1;8;2'
242,'43+83=732','49+83=132',digit_to_digit,6,7,1,1,3,9,,,,,,,'4;3;+;8;3;=;7;3;2','4;9;+;8;3;=;1;3;2'
243,'30-49=47','90-43=47',digit_to_digit,4,9,3,0,3,9,,,,,,,'3;0;-;4;9;=;4;7','9;0;-;4;3;=;4;7'
244,'81-74=165','91+74=165',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;1;-;7;4;=;1;6;5','9;1;+;7;4;=;1;6;5'
245,'54-20=311','54-20=34',four_eleven,7,11,4,,,,,,,,,,'5;4;-;2;0;=;3;11','5;4;-;2;0;=;3;4'
246,'91=72-19','91-72=19',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;1;=;7;2;-;1;9','9;1;-;7;2;=;1;9'
247,'16+24=700','76+24=100',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;6;+;2;4;=;7;0;0','7;6;+;2;4;=;1;0;0'
248,'51+70=130','51+79=130',within_digit,4,0,9,,,,,,,,,,'5;1;+;7;0;=;1;3;0','5;1;+;7;9;=;1;3;0'
249,'96+56=754','98+56=154',digit_to_digit,6,7,1,1,6,8,,,,,,,'9;6;+;5;6;=;7;5;4','9;8;+;5;6;=;1;5;4'
250,'69+49=48','69+49=118',four_eleven,6,4,11,,,,,,,,,,'6;9;+;4;9;=;4;8','6;9;+;4;9;=;11;8'
251,'67-72=-6','67-73=-6',within_digit,4,2,3,,,,,,,,,,'6;7;-;7;2;=;-;6','6;7;-;7;3;=;-;6'
252,'66+89=174','85+89=174',digit_to_digit,1,6,5,0,6,8,,,,,,,'6;6;+;8;9;=;1;7;4','8;5;+;8;9;=;1;7;4'
253,'50+94=94','60+34=94',digit_to_digit,3,9,3,0,5,6,,,,,,,'5;0;+;9;4;=;9;4','6;0;+;3;4;=;9;4'
254,'62-85=137','52+85=137',op_and_digit_balance,0,6,5,2,-,+,,,,,,,'6;2;-;8;5;=;1;3;7','5;2;+;8;5;=;1;3;7'
255,'35-82=-117','35-82=-47',four_eleven,7,11,4,,,,,,,,,,'3;5;-;8;2;=;-;11;7','3;5;-;8;2;=;-;4;7'
256,'34+58=36','94-58=36',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;4;+;5;8;=;3;6','9;4;-;5;8;=;3;6'
257,'41+50=-3','47-50=-3',op_and_digit_balance,2,+,-,1,1,7,,,,,,,'4;1;+;5;0;=;-;3','4;7;-;5;0;=;-;3'
258,'25+92=78','26+52=78',digit_to_digit,3,9,5,1,5,6,,,,,,,'2;5;+;9;2;=;7;8','2;6;+;5;2;=;7;8'
259,'29-92=115','23+92=115',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'2;9;-;9;2;=;11;5','2;3;+;9;2;=;11;5'
260,'56-67=-4','56-67=-11',four_eleven,7,4,11,,,,,,,,,,'5;6;-;6;7;=;-;4','5;6;-;6;7;=;-;11'
261,'26+32=59','26+33=59',within_digit,4,2,3,,,,,,,,,,'2;6;+;3;2;=;5;9','2;6;+;3;3;=;5;9'
262,'57-49=78','67-49=18',digit_to_digit,6,7,1,0,5,6,,,,,,,'5;7;-;4;9;=;7;8','6;7;-;4;9;=;1;8'
263,'85+76=13','89-76=13',op_and_digit_balance,2,+,-,1,5,9,,,,,,,'8;5;+;7;6;=;1;3','8;9;-;7;6;=;1;3'
264,'88+49=191','88+49=137',digit_to_digit,7,9,3,8,1,7,,,,,,,'8;8;+;4;9;=;1;9;1','8;8;+;4;9;=;1;3;7'
265,'70-84=754','70+84=154',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;0;-;8;4;=;7;5;4','7;0;+;8;4;=;1;5;4'
266,'88+50=28','88-60=28',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'8;8;+;5;0;=;2;8','8;8;-;6;0;=;2;8'
267,'13=89--76','13-89=-76',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;3;=;8;9;-;-;7;6','1;3;-;8;9;=;-;7;6'
268,'47-68=107','47+60=107',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'4;7;-;6;8;=;1;0;7','4;7;+;6;0;=;1;0;7'
269,'69-82=147','65+82=147',op_and_digit_balance,1,9,5,2,-,+,,,,,,,'6;9;-;8;2;=;1;4;7','6;5;+;8;2;=;1;4;7'
270,'72-17=1','72-71=1',digit_to_digit,4,7,1,3,1,7,,,,,,,'7;2;-;1;7;=;1','7;2;-;7;1;=;1'
271,'45+85=-41','45-86=-41',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'4;5;+;8;5;=;-;4;1','4;5;-;8;6;=;-;4;1'
272,'75+12=88','75+13=88',within_digit,4,2,3,,,,,,,,,,'7;5;+;1;2;=;8;8','7;5;+;1;3;=;8;8'
273,'78-26=44','18+26=44',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;8;-;2;6;=;4;4','1;8;+;2;6;=;4;4'
274,'58+43=95','56+43=99',digit_to_digit,1,8,6,7,5,9,,,,,,,'5;8;+;4;3;=;9;5','5;6;+;4;3;=;9;9'
275,'75+16=60','76-16=60',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'7;5;+;1;6;=;6;0','7;6;-;1;6;=;6;0'
276,'45-91=76','45+31=76',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'4;5;-;9;1;=;7;6','4;5;+;3;1;=;7;6'
277,'53-79=74','93-79=14',digit_to_digit,6,7,1,0,5,9,,,,,,,'5;3;-;7;9;=;7;4','9;3;-;7;9;=;1;4'
278,'18+11=88','78+11=89',digit_to_digit,6,8,9,0,1,7,,,,,,,'1;8;+;11;=;8;8','7;8;+;11;=;8;9'
279,'85+13=12','85-73=12',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'8;5;+;1;3;=;1;2','8;5;-;7;3;=;1;2'
280,'62-64=-1','63-64=-1',within_digit,1,2,3,,,,,,,,,,'6;2;-;6;4;=;-;1','6;3;-;6;4;=;-;1'
281,'25+85=120','35+85=120',within_digit,0,2,3,,,,,,,,,,'2;5;+;8;5;=;1;2;0','3;5;+;8;5;=;1;2;0'
282,'94=98--4','94-98=-4',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;4;=;9;8;-;-;4','9;4;-;9;8;=;-;4'
283,'99+12=181','89+12=101',digit_to_digit,7,8,0,0,9,8,,,,,,,'9;9;+;1;2;=;1;8;1','8;9;+;1;2;=;1;0;1'
284,'52-10=-78','52-70=-18',digit_to_digit,7,7,1,3,1,7,,,,,,,'5;2;-;1;0;=;-;7;8','5;2;-;7;0;=;-;1;8'
285,'45+38=76','46+30=76',digit_to_digit,4,8,0,1,5,6,,,,,,,'4;5;+;3;8;=;7;6','4;6;+;3;0;=;7;6'
286,'81-94=185','91+94=185',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;1;-;9;4;=;1;8;5','9;1;+;9;4;=;1;8;5'
287,'28+14=112','28+14=42',four_eleven,6,11,4,,,,,,,,,,'2;8;+;1;4;=;11;2','2;8;+;1;4;=;4;2'
288,'72=65-7','72-65=7',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;2;=;6;5;-;7','7;2;-;6;5;=;7'
289,'85-24=57','85-24=61',digit_to_digit,7,7,1,6,5,6,,,,,,,'8;5;-;2;4;=;5;7','8;5;-;2;4;=;6;1'
290,'49-17=-34','43-77=-34',digit_to_digit,1,9,3,3,1,7,,,,,,,'4;9;-;1;7;=;-;3;4','4;3;-;7;7;=;-;3;4'
291,'43=93--50','43-93=-50',swap_-_and_=,2,=,-,5,-,=,,,,,,,'4;3;=;9;3;-;-;5;0','4;3;-;9;3;=;-;5;0'
292,'62-80=-17','63-80=-17',within_digit,1,2,3,,,,,,,,,,'6;2;-;8;0;=;-;1;7','6;3;-;8;0;=;-;1;7'
293,'52+19=105','92+13=105',digit_to_digit,4,9,3,0,5,9,,,,,,,'5;2;+;1;9;=;1;0;5','9;2;+;1;3;=;1;0;5'
294,'16+11=65','76-11=65',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;6;+;11;=;6;5','7;6;-;11;=;6;5'
295,'27-28=1','27-20=7',digit_to_digit,4,8,0,6,1,7,,,,,,,'2;7;-;2;8;=;1','2;7;-;2;0;=;7'
296,'99-89=15','98-83=15',digit_to_digit,4,9,3,1,9,8,,,,,,,'9;9;-;8;9;=;1;5','9;8;-;8;3;=;1;5'
297,'32-81=93','32+61=93',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'3;2;-;8;1;=;9;3','3;2;+;6;1;=;9;3'
298,'12+95=108','13+95=108',within_digit,1,2,3,,,,,,,,,,'1;2;+;9;5;=;1;0;8','1;3;+;9;5;=;1;0;8'
299,'25+65=-41','25-66=-41',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'2;5;+;6;5;=;-;4;1','2;5;-;6;6;=;-;4;1'
300,'68-87=165','68+87=155',op_and_digit_balance,7,6,5,2,-,+,,,,,,,'6;8;-;8;7;=;1;6;5','6;8;+;8;7;=;1;5;5'
301,'39+54=147','93+54=147',digit_to_digit,1,9,3,0,3,9,,,,,,,'3;9;+;5;4;=;1;4;7','9;3;+;5;4;=;1;4;7'
302,'55-78=-73','65-78=-13',digit_to_digit,7,7,1,0,5,6,,,,,,,'5;5;-;7;8;=;-;7;3','6;5;-;7;8;=;-;1;3'
303,'51+61=30','91-61=30',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;1;+;6;1;=;3;0','9;1;-;6;1;=;3;0'
304,'58+39=187','68+39=107',digit_to_digit,7,8,0,0,5,6,,,,,,,'5;8;+;3;9;=;1;8;7','6;8;+;3;9;=;1;0;7'
305,'75+50=15','75-60=15',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'7;5;+;5;0;=;1;5','7;5;-;6;0;=;1;5'
306,'89-18=707','89+18=107',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;9;-;1;8;=;7;0;7','8;9;+;1;8;=;1;0;7'
307,'75+25=41','16+25=41',digit_to_digit,0,7,1,1,5,6,,,,,,,'7;5;+;2;5;=;4;1','1;6;+;2;5;=;4;1'
308,'31+22=5','31-22=9',op_and_digit_balance,2,+,-,6,5,9,,,,,,,'3;1;+;2;2;=;5','3;1;-;2;2;=;9'
309,'46-74=720','46+74=120',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'4;6;-;7;4;=;7;2;0','4;6;+;7;4;=;1;2;0'
310,'42-95=-52','42-95=-53',within_digit,8,2,3,,,,,,,,,,'4;2;-;9;5;=;-;5;2','4;2;-;9;5;=;-;5;3'
311,'64-72=126','54+72=126',op_and_digit_balance,0,6,5,2,-,+,,,,,,,'6;4;-;7;2;=;1;2;6','5;4;+;7;2;=;1;2;6'
312,'19+84=37','13+84=97',digit_to_digit,1,9,3,6,3,9,,,,,,,'1;9;+;8;4;=;3;7','1;3;+;8;4;=;9;7'
313,'80-87=177','80+97=177',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'8;0;-;8;7;=;1;7;7','8;0;+;9;7;=;1;7;7'
314,'88+10=706','88+18=106',digit_to_digit,6,7,1,4,0,8,,,,,,,'8;8;+;1;0;=;7;0;6','8;8;+;1;8;=;1;0;6'
315,'69=77--8','69-77=-8',swap_-_and_=,2,=,-,5,-,=,,,,,,,'6;9;=;7;7;-;-;8','6;9;-;7;7;=;-;8'
316,'90-57=87','30+57=87',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;0;-;5;7;=;8;7','3;0;+;5;7;=;8;7'
317,'77=58-19','77-58=19',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;7;=;5;8;-;1;9','7;7;-;5;8;=;1;9'
318,'21+52=19','21+52=73',digit_to_digit,7,9,3,6,1,7,,,,,,,'2;1;+;5;2;=;1;9','2;1;+;5;2;=;7;3'
319,'11-68=-59','11-69=-58',digit_to_digit,3,8,9,7,9,8,,,,,,,'11;-;6;8;=;-;5;9','11;-;6;9;=;-;5;8'
320,'92+54=736','82+54=136',digit_to_digit,6,7,1,0,9,8,,,,,,,'9;2;+;5;4;=;7;3;6','8;2;+;5;4;=;1;3;6'
321,'19+41=51','10+41=51',within_digit,1,9,0,,,,,,,,,,'1;9;+;4;1;=;5;1','1;0;+;4;1;=;5;1'
322,'86+87=172','86+87=173',within_digit,8,2,3,,,,,,,,,,'8;6;+;8;7;=;1;7;2','8;6;+;8;7;=;1;7;3'
323,'79+30=705','79+30=109',digit_to_digit,6,7,1,8,5,9,,,,,,,'7;9;+;3;0;=;7;0;5','7;9;+;3;0;=;1;0;9'
324,'73+98=117','19+98=117',digit_to_digit,0,7,1,1,3,9,,,,,,,'7;3;+;9;8;=;11;7','1;9;+;9;8;=;11;7'
325,'50+21=39','60-21=39',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;0;+;2;1;=;3;9','6;0;-;2;1;=;3;9'
326,'32-48=78','32+46=78',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'3;2;-;4;8;=;7;8','3;2;+;4;6;=;7;8'
327,'15+52=-31','15-52=-37',op_and_digit_balance,2,+,-,8,1,7,,,,,,,'1;5;+;5;2;=;-;3;1','1;5;-;5;2;=;-;3;7'
328,'58+33=19','58-39=19',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'5;8;+;3;3;=;1;9','5;8;-;3;9;=;1;9'
329,'40-80=128','40+80=120',op_and_digit_balance,8,8,0,2,-,+,,,,,,,'4;0;-;8;0;=;1;2;8','4;0;+;8;0;=;1;2;0'
330,'89-78=13','89-70=19',digit_to_digit,4,8,0,7,3,9,,,,,,,'8;9;-;7;8;=;1;3','8;9;-;7;0;=;1;9'
331,'16+21=49','16+27=43',digit_to_digit,7,9,3,4,1,7,,,,,,,'1;6;+;2;1;=;4;9','1;6;+;2;7;=;4;3'
332,'99=77-22','99-77=22',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;9;=;7;7;-;2;2','9;9;-;7;7;=;2;2'
333,'99+34=123','99+34=133',within_digit,7,2,3,,,,,,,,,,'9;9;+;3;4;=;1;2;3','9;9;+;3;4;=;1;3;3'
334,'44-14=-38','44-74=-30',digit_to_digit,8,8,0,3,1,7,,,,,,,'4;4;-;1;4;=;-;3;8','4;4;-;7;4;=;-;3;0'
335,'46+65=-23','46-69=-23',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'4;6;+;6;5;=;-;2;3','4;6;-;6;9;=;-;2;3'
336,'35+64=759','95+64=159',digit_to_digit,6,7,1,0,3,9,,,,,,,'3;5;+;6;4;=;7;5;9','9;5;+;6;4;=;1;5;9'
337,'56+70=-12','58-70=-12',op_and_digit_balance,2,+,-,1,6,8,,,,,,,'5;6;+;7;0;=;-;1;2','5;8;-;7;0;=;-;1;2'
338,'38+17=45','28+17=45',within_digit,0,3,2,,,,,,,,,,'3;8;+;1;7;=;4;5','2;8;+;1;7;=;4;5'
339,'33+83=-56','33-89=-56',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'3;3;+;8;3;=;-;5;6','3;3;-;8;9;=;-;5;6'
340,'98-79=117','38+79=117',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;8;-;7;9;=;11;7','3;8;+;7;9;=;11;7'
341,'88-29=118','89+29=118',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'8;8;-;2;9;=;11;8','8;9;+;2;9;=;11;8'
342,'17=37--20','17-37=-20',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;7;=;3;7;-;-;2;0','1;7;-;3;7;=;-;2;0'
343,'55+43=702','59+43=102',digit_to_digit,6,7,1,1,5,9,,,,,,,'5;5;+;4;3;=;7;0;2','5;9;+;4;3;=;1;0;2'
344,'90+60=10','90-80=10',op_and_digit_balance,2,+,-,3,6,8,,,,,,,'9;0;+;6;0;=;1;0','9;0;-;8;0;=;1;0'
345,'31+33=724','31+93=124',digit_to_digit,6,7,1,3,3,9,,,,,,,'3;1;+;3;3;=;7;2;4','3;1;+;9;3;=;1;2;4'
346,'56+54=-8','56-64=-8',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'5;6;+;5;4;=;-;8','5;6;-;6;4;=;-;8'
347,'21+80=-53','27-80=-53',op_and_digit_balance,2,+,-,1,1,7,,,,,,,'2;1;+;8;0;=;-;5;3','2;7;-;8;0;=;-;5;3'
348,'77-19=67','77-10=67',within_digit,4,9,0,,,,,,,,,,'7;7;-;1;9;=;6;7','7;7;-;1;0;=;6;7'
349,'57-97=148','57+91=148',op_and_digit_balance,4,7,1,2,-,+,,,,,,,'5;7;-;9;7;=;1;4;8','5;7;+;9;1;=;1;4;8'
350,'27+78=115','37+78=115',within_digit,0,2,3,,,,,,,,,,'2;7;+;7;8;=;11;5','3;7;+;7;8;=;11;5'
351,'99-90=129','99+30=129',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'9;9;-;9;0;=;1;2;9','9;9;+;3;0;=;1;2;9'
352,'82+94=115','82+34=116',digit_to_digit,3,9,3,7,5,6,,,,,,,'8;2;+;9;4;=;11;5','8;2;+;3;4;=;11;6'
353,'55+73=188','95+73=168',digit_to_digit,7,8,6,0,5,9,,,,,,,'5;5;+;7;3;=;1;8;8','9;5;+;7;3;=;1;6;8'
354,'61=48-13','61-48=13',swap_-_and_=,2,=,-,5,-,=,,,,,,,'6;1;=;4;8;-;1;3','6;1;-;4;8;=;1;3'
355,'68-74=74','88-74=14',digit_to_digit,6,7,1,0,6,8,,,,,,,'6;8;-;7;4;=;7;4','8;8;-;7;4;=;1;4'
356,'50+76=14','90-76=14',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;0;+;7;6;=;1;4','9;0;-;7;6;=;1;4'
357,'35-18=51','35+16=51',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'3;5;-;1;8;=;5;1','3;5;+;1;6;=;5;1'
358,'12-40=-37','12-49=-37',within_digit,4,0,9,,,,,,,,,,'1;2;-;4;0;=;-;3;7','1;2;-;4;9;=;-;3;7'
359,'83-13=18','83-73=10',digit_to_digit,7,8,0,3,1,7,,,,,,,'8;3;-;1;3;=;1;8','8;3;-;7;3;=;1;0'
